-6.701097666	-7.786975038	2.009109372	4.222620928	-0.424059403	1.286480379	3.546778654	11.15491227	-3.615503113	-11.40703118	5.308255594	4.379122751	-2.862138124	8.426347567	-7.546807816	4.695670837	3.31525203	5.786745622	0.154997592	-2.275845405	0.098934451	-1.299473922	6.805890583	-5.781636268	-11.95668194	-10.23691144	9.12549589	2.394696763	2.242204649	-0.101892481	-5.464711352	-6.285581662
2.591799759	2.346292966	0.606039276	-11.09297726	-4.412452593	5.19466228	-3.700325081	11.13489674	10.89119852	8.482836882	0.179161563	-0.818079108	-8.773446054	-5.928924634	7.447638056	-4.697774119	-6.231758575	0.77388045	-1.803292968	-10.64454403	-15.02030756	4.581233875	2.977450951	-0.756519532	-7.565747879	9.026476676	-7.061126304	-6.354461676	-5.627579163	-1.430351059	-4.675099375	0.141274633
-4.292849418	8.498079935	-1.092629958	-12.1257897	-3.678710283	-4.533394836	-10.02060427	-6.859116107	-1.970845688	0.749615739	0.07737715	-2.192570397	1.394693834	1.795795097	-5.931093975	-3.036230828	-2.094852869	0.499869475	1.881311364	-0.696842207	2.289439327	-8.473626019	5.387878537	7.951538123	-7.0863389	3.216027221	-3.16448767	-5.195604039	2.042352369	-6.390975966	-6.373434067	-5.000493627
-4.138069402	-0.337347197	-0.640677664	-5.76519144	-8.299963404	3.901651346	0.861423992	-1.342176846	4.174936819	11.13229581	-10.57954513	5.582922254	-8.298143678	-2.580567712	4.360877253	-4.543202258	2.930162734	2.249440925	0.777059133	6.373791808	10.10480789	-2.821629271	-2.52675986	-3.385983004	3.84070506	-9.622559901	1.341122449	3.340885283	6.969615226	-2.916984292	10.28206329	7.030652314
1.420125141	-0.061553045	-5.006895457	8.254316081	-5.146422039	-2.223777993	1.093030726	-4.289007988	-8.345979355	-3.551401637	4.639943837	-11.90377852	-0.605348882	-5.986575394	2.179833001	3.183933058	6.14900153	-3.860821858	4.157367913	13.54772847	-7.103096981	-5.987704973	-6.229539209	-0.655516281	-9.342098435	9.716316895	-5.18684997	-4.523058259	14.31986797	4.147848937	-5.237425088	-11.64379287
7.375134863	-4.913868042	7.425022684	5.0145852	4.225851532	-4.584541838	-3.483781083	-4.436779883	-3.111201245	-0.629618563	-13.32857413	-1.392824721	-3.35472816	11.82559255	2.767115161	-6.915443573	-0.490253419	4.93521262	-2.364863859	-1.347484625	-4.932606134	1.470505542	-16.41872617	9.137157818	5.863941001	-0.350161331	-4.712930295	-1.165450065	-3.635104548	3.546269872	-3.275795604	-6.029767501
3.786685895	14.622378	-1.162145745	-2.216379662	-2.409138105	0.609371804	-2.402965251	-5.924065538	5.281309766	-0.973746963	2.210893769	-5.0815869	-4.962062655	7.152532667	3.80945702	3.666156893	-0.593547863	-8.559482454	-4.616010309	-3.142618657	2.963359058	3.602862173	-15.23823726	4.105382839	1.700657919	-8.192094176	9.733670902	-6.155778945	-9.257495797	14.73972367	-13.33870427	1.28727174
-1.834398739	4.271524971	10.83601505	-5.785549875	-1.60597413	-6.373675999	-3.802848331	-2.280599016	1.653605905	-3.013854004	-1.978304321	2.242106023	1.537626811	2.953105619	-3.08420169	5.365111347	-2.891919687	9.588360495	4.31047712	-3.147487363	-18.96956838	8.570197126	-3.565246807	10.68305762	1.504395829	6.207075462	1.802447844	-2.779670206	-6.337951538	-2.413930981	4.801481969	3.234454738
-6.044448752	-3.253518721	2.620645396	1.371039153	-3.560501024	2.654418068	1.784433461	-2.808589205	-3.466532971	1.349726913	-9.577809115	-4.544529597	-7.216669565	6.796368672	1.243645845	-0.732803765	-1.179680454	7.866765258	11.5057871	-0.946886262	17.26798836	7.996575861	14.1633852	-0.095759414	-3.901741958	-5.672621015	-7.405431764	-13.44942171	-7.466456116	-1.854764682	1.492660522	-4.512700005
5.219884748	-0.670104487	-7.148727187	-9.714369743	-1.75774775	5.514202026	-2.838050099	-4.174749605	11.41435256	4.410386461	1.545133673	-7.656355835	2.481933607	4.726929895	6.350304817	-8.579024412	2.034283136	0.048239409	1.835436867	-1.765546854	1.380049948	-5.402093066	-4.817007011	-3.240660584	-1.029476324	-4.300388026	6.644373247	4.992849316	3.720400462	-2.932884376	-7.420403776	-3.499331849
